"","Subject","correctResponseButton","responseHand","StimulusColor","SubTrial","ColorMasked","Confidence.RESP","correctRT","GrayMasked","leftMask","leftStimulus","Number","NumberResponse","Response.RESP","ResponseAccuracy","rightMask","rightStimulus","virhe","virhe.edellinen"
"4944","11",6,"right","Blue",4,1,4,675,0,1,1,"2",1,1,0,0,1,0,0
"4950","11",6,"right","Blue",10,1,4,551,0,0,1,"2",1,1,0,1,1,0,0
"4952","11",6,"right","Blue",12,0,4,265,1,1,0,"1",1,1,1,0,1,0,0
"4953","11",6,"right","Blue",13,1,4,256,0,1,1,"2",1,1,0,0,1,0,0
"4954","11",6,"right","Blue",14,0,4,255,1,0,1,"1",1,1,1,1,0,0,0
"4962","11",6,"right","Red",2,1,4,668,0,0,1,"2",1,1,0,1,1,0,0
"4964","11",6,"right","Red",4,1,4,407,0,1,1,"2",1,1,0,0,1,0,0
"4970","11",6,"right","Red",10,0,4,422,1,0,1,"1",1,1,1,1,0,0,0
"4982","11",6,"right","Blue",2,0,4,274,1,0,1,"1",1,1,1,1,0,0,0
"4992","11",6,"right","Blue",12,0,4,364,1,1,0,"1",1,1,1,0,1,0,0
"4999","11",6,"right","Blue",19,1,4,298,0,0,1,"2",1,1,0,1,1,0,0
"5022","11",6,"right","Blue",2,0,4,319,1,1,0,"1",1,1,1,0,1,0,0
"5025","11",6,"right","Blue",5,0,4,250,1,0,1,"1",1,1,1,1,0,0,0
"5027","11",6,"right","Blue",7,1,4,280,0,0,1,"2",1,1,0,1,1,0,0
"5049","11",5,"left","Red",9,0,4,283,1,0,1,"1",1,1,1,1,0,0,0
"5050","11",5,"left","Red",10,1,4,474,0,1,1,"2",1,1,0,0,1,0,0
"5054","11",5,"left","Red",14,1,4,256,0,0,1,"2",1,1,0,1,1,0,0
"5069","11",5,"left","Blue",9,0,4,267,1,0,1,"1",1,1,1,1,0,0,0
"5080","11",5,"left","Blue",20,0,4,262,1,1,0,"1",1,1,1,0,1,0,0
"5082","11",5,"left","Red",2,0,4,454,1,0,1,"1",1,1,1,1,0,0,0
"5083","11",5,"left","Red",3,1,4,248,0,1,1,"2",1,1,0,0,1,0,0
"5099","11",5,"left","Red",19,1,4,440,0,0,1,"2",1,1,0,1,1,0,0
"5105","11",5,"left","Blue",5,0,4,286,1,0,1,"1",1,1,1,1,0,0,0
"5119","11",5,"left","Blue",19,0,4,401,1,1,0,"1",1,1,1,0,1,0,0
"5127","11",5,"left","Red",7,0,4,302,1,0,1,"1",1,1,1,1,0,0,0
"5131","11",5,"left","Red",11,1,4,505,0,1,1,"2",1,1,0,0,1,0,0
"5132","11",5,"left","Red",12,1,4,323,0,1,1,"2",1,1,0,0,1,0,0
"5133","11",5,"left","Red",13,1,4,408,0,1,1,"2",1,1,0,0,1,0,0
"5139","11",5,"left","Red",19,0,4,369,1,1,0,"1",1,1,1,0,1,0,0
"5142","11",5,"left","Blue",2,1,4,366,0,1,1,"2",1,1,0,0,1,0,0
"5152","11",5,"left","Blue",12,0,4,251,1,1,0,"1",1,1,1,0,1,0,0
"5153","11",5,"left","Blue",13,1,4,229,0,1,1,"2",1,1,0,0,1,0,0
"5157","11",5,"left","Blue",17,0,4,303,1,0,1,"1",1,1,1,1,0,0,0
"5164","11",5,"left","Red",4,0,4,251,1,0,1,"1",1,1,1,1,0,0,0
"5168","11",5,"left","Red",8,0,4,377,1,1,0,"1",1,1,1,0,1,0,0
"5172","11",5,"left","Red",12,1,4,272,0,0,1,"2",1,1,0,1,1,0,0
"5174","11",5,"left","Red",14,1,4,284,0,1,1,"2",1,1,0,0,1,0,0
"5183","11",5,"left","Blue",3,0,4,242,1,0,1,"1",1,1,1,1,0,0,0
"5185","11",5,"left","Blue",5,0,4,187,1,1,0,"1",1,1,1,0,1,0,0
"5206","11",5,"left","Red",6,1,4,362,0,1,1,"2",1,1,0,0,1,0,0
"5224","11",5,"left","Blue",4,0,4,268,1,1,0,"1",1,1,1,0,1,0,0
"5235","11",5,"left","Blue",15,1,4,456,0,1,1,"2",1,1,0,0,1,0,0
"5238","11",5,"left","Blue",18,0,4,355,1,0,1,"1",1,1,1,1,0,0,0
"5253","11",5,"left","Red",13,0,4,316,1,0,1,"1",1,1,1,1,0,0,0
"5271","11",5,"left","Blue",11,1,4,309,0,1,1,"2",1,1,0,0,1,0,0
"5273","11",5,"left","Blue",13,0,4,311,1,1,0,"1",1,1,1,0,1,0,0
"5282","12",5,"left","Blue",2,0,4,276,1,0,1,"1",1,1,1,1,0,0,0
"5286","12",5,"left","Blue",6,0,4,314,1,1,0,"1",1,1,1,0,1,0,0
"5294","12",5,"left","Blue",14,1,4,198,0,1,1,"2",1,1,0,0,1,0,0
"5302","12",5,"left","Red",2,1,4,251,0,0,1,"2",1,1,0,1,1,0,0
"5310","12",5,"left","Red",10,0,4,281,1,1,0,"1",1,1,1,0,1,0,0
"5313","12",5,"left","Red",13,0,4,185,1,0,1,"1",1,1,1,1,0,0,0
"5327","12",5,"left","Blue",7,0,4,194,1,0,1,"1",1,1,1,1,0,0,0
"5333","12",5,"left","Blue",13,0,4,376,1,1,0,"1",1,1,1,0,1,0,1
"5346","12",5,"left","Red",6,0,4,232,1,0,1,"1",1,1,1,1,0,0,0
"5349","12",5,"left","Red",9,0,4,239,1,1,0,"1",1,1,1,0,1,0,0
"5364","12",5,"left","Blue",4,0,4,337,1,1,0,"1",1,1,1,0,1,0,0
"5366","12",5,"left","Blue",6,0,4,216,1,0,1,"1",1,1,1,1,0,0,0
"5372","12",5,"left","Blue",12,1,4,184,0,1,1,"2",1,1,0,0,1,0,0
"5379","12",5,"left","Blue",19,1,4,278,0,0,1,"2",1,1,0,1,1,0,1
"5381","12",5,"left","Red",1,0,4,196,1,0,1,"1",1,1,1,1,0,0,NA
"5389","12",5,"left","Red",9,0,4,270,1,1,0,"1",1,1,1,0,1,0,0
"5399","12",5,"left","Red",19,1,4,203,0,0,1,"2",1,1,0,1,1,0,0
"5404","12",5,"left","Blue",4,0,4,230,1,1,0,"1",1,1,1,0,1,0,0
"5415","12",5,"left","Blue",15,1,4,190,0,0,1,"2",1,1,0,1,1,0,0
"5418","12",5,"left","Blue",18,1,4,304,0,0,1,"2",1,1,0,1,1,0,0
"5419","12",5,"left","Blue",19,0,4,271,1,0,1,"1",1,1,1,1,0,0,0
"5422","12",5,"left","Red",2,1,4,214,0,0,1,"2",1,1,0,1,1,0,0
"5424","12",5,"left","Red",4,1,4,241,0,0,1,"2",1,1,0,1,1,0,0
"5431","12",5,"left","Red",11,0,4,201,1,0,1,"1",1,1,1,1,0,0,0
"5439","12",5,"left","Red",19,0,4,223,1,1,0,"1",1,1,1,0,1,0,0
"5441","12",5,"left","Blue",1,0,4,180,1,1,0,"1",1,1,1,0,1,0,NA
"5459","12",5,"left","Blue",19,0,4,254,1,0,1,"1",1,1,1,1,0,0,0
"5462","12",5,"left","Red",2,0,4,252,1,1,0,"1",1,1,1,0,1,0,0
"5479","12",5,"left","Red",19,0,4,196,1,0,1,"1",1,1,1,1,0,0,0
"5486","12",5,"left","Blue",6,0,4,236,1,1,0,"1",1,1,1,0,1,0,0
"5495","12",5,"left","Blue",15,0,4,185,1,0,1,"1",1,1,1,1,0,0,0
"5496","12",5,"left","Blue",16,1,4,237,0,0,1,"2",1,1,0,1,1,0,0
"5503","12",5,"left","Red",3,0,4,218,1,0,1,"1",1,1,1,1,0,0,0
"5509","12",5,"left","Red",9,1,4,202,0,0,1,"2",1,1,0,1,1,0,0
"5520","12",5,"left","Red",20,0,4,294,1,1,0,"1",1,1,1,0,1,0,0
"5532","12",6,"right","Blue",12,0,4,205,1,1,0,"1",1,1,1,0,1,0,0
"5534","12",6,"right","Blue",14,0,4,271,1,0,1,"1",1,1,1,1,0,0,0
"5547","12",6,"right","Red",7,0,4,247,1,0,1,"1",1,1,1,1,0,0,0
"5551","12",6,"right","Red",11,1,4,217,0,0,1,"2",1,1,0,1,1,0,0
"5552","12",6,"right","Red",12,0,4,215,1,1,0,"1",1,1,1,0,1,0,0
"5575","12",6,"right","Blue",15,0,4,223,1,1,0,"1",1,1,1,0,1,0,0
"5577","12",6,"right","Blue",17,0,4,278,1,0,1,"1",1,1,1,1,0,0,0
"5586","12",6,"right","Red",6,0,4,235,1,1,0,"1",1,1,1,0,1,0,0
"5597","12",6,"right","Red",17,0,4,192,1,0,1,"1",1,1,1,1,0,0,0
"5599","12",6,"right","Red",19,1,4,200,0,0,1,"2",1,1,0,1,1,0,0
"5602","12",6,"right","Blue",2,0,4,256,1,1,0,"1",1,1,1,0,1,0,0
"5605","12",6,"right","Blue",5,0,4,225,1,0,1,"1",1,1,1,1,0,0,0
"5607","12",6,"right","Blue",7,1,4,213,0,0,1,"2",1,1,0,1,1,0,0
"5614","12",6,"right","Blue",14,1,4,221,0,0,1,"2",1,1,0,1,1,0,0
"5625","12",6,"right","Red",5,1,4,199,0,0,1,"2",1,1,0,1,1,0,0
"5627","12",6,"right","Red",7,0,4,179,1,1,0,"1",1,1,1,0,1,0,0
"5636","12",6,"right","Red",16,1,4,220,0,0,1,"2",1,1,0,1,1,0,0
"5638","12",6,"right","Red",18,0,4,233,1,0,1,"1",1,1,1,1,0,0,0
"5647","12",6,"right","Blue",7,1,4,203,0,0,1,"2",1,1,0,1,1,0,0
"5656","12",6,"right","Blue",16,0,4,196,1,1,0,"1",1,1,1,0,1,0,0
"5657","12",6,"right","Blue",17,0,4,237,1,0,1,"1",1,1,1,1,0,0,0
"5667","12",6,"right","Red",7,0,4,235,1,1,0,"1",1,1,1,0,1,0,0
"5670","12",6,"right","Red",10,0,4,240,1,0,1,"1",1,1,1,1,0,0,0
"5699","12",6,"right","Blue",19,0,4,214,1,0,1,"1",1,1,1,1,0,0,0
"5704","12",6,"right","Red",4,0,4,192,1,1,0,"1",1,1,1,0,1,0,0
"5713","12",6,"right","Red",13,0,4,308,1,0,1,"1",1,1,1,1,0,0,0
"5722","12",6,"right","Blue",2,0,4,259,1,1,0,"1",1,1,1,0,1,0,0
"5729","12",6,"right","Blue",9,0,4,263,1,0,1,"1",1,1,1,1,0,0,0
"5748","12",6,"right","Red",8,0,4,212,1,0,1,"1",1,1,1,1,0,0,0
"5752","12",6,"right","Red",12,0,4,266,1,1,0,"1",1,1,1,0,1,0,0
"6245","14",5,"left","Blue",5,0,4,342,1,1,0,"1",1,1,1,0,1,0,0
"6255","14",5,"left","Blue",15,1,4,304,0,0,1,"2",1,1,0,1,1,0,0
"6264","14",5,"left","Red",4,0,4,319,1,1,0,"1",1,1,1,0,1,0,0
"6269","14",5,"left","Red",9,1,4,252,0,0,1,"2",1,1,0,1,1,0,0
"6270","14",5,"left","Red",10,1,4,250,0,1,1,"2",1,1,0,0,1,0,0
"6273","14",5,"left","Red",13,1,4,291,0,0,1,"2",1,1,0,1,1,0,0
"6274","14",5,"left","Red",14,0,4,231,1,0,1,"1",1,1,1,1,0,0,0
"6279","14",5,"left","Red",19,1,4,447,0,1,1,"2",1,1,0,0,1,0,0
"6284","14",5,"left","Blue",4,0,4,264,1,1,0,"1",1,1,1,0,1,0,0
"6303","14",5,"left","Red",3,1,4,293,0,0,1,"2",1,1,0,1,1,0,1
"6307","14",5,"left","Red",7,1,4,348,0,0,1,"2",1,1,0,1,1,0,0
"6314","14",5,"left","Red",14,0,4,225,1,0,1,"1",1,1,1,1,0,0,0
"6323","14",5,"left","Blue",3,0,4,186,1,0,1,"1",1,1,1,1,0,0,0
"6330","14",5,"left","Blue",10,0,4,434,1,1,0,"1",1,1,1,0,1,0,0
"6331","14",5,"left","Blue",11,1,4,262,0,0,1,"2",1,1,0,1,1,0,0
"6335","14",5,"left","Blue",15,1,4,269,0,0,1,"2",1,1,0,1,1,0,1
"6344","14",5,"left","Red",4,0,4,287,1,1,0,"1",1,1,1,0,1,0,1
"6354","14",5,"left","Red",14,0,4,219,1,0,1,"1",1,1,1,1,0,0,0
"6357","14",5,"left","Red",17,1,4,319,0,0,1,"2",1,1,0,1,1,0,1
"6364","14",5,"left","Blue",4,0,4,171,1,0,1,"1",1,1,1,1,0,0,0
"6366","14",5,"left","Blue",6,1,4,178,0,1,1,"2",1,1,0,0,1,0,0
"6367","14",5,"left","Blue",7,1,4,297,0,0,1,"2",1,1,0,1,1,0,0
"6375","14",5,"left","Blue",15,0,4,243,1,1,0,"1",1,1,1,0,1,0,0
"6382","14",5,"left","Red",2,1,4,222,0,1,1,"2",1,1,0,0,1,0,0
"6395","14",5,"left","Red",15,0,4,202,1,1,0,"1",1,1,1,0,1,0,1
"6398","14",5,"left","Red",18,1,4,302,0,0,1,"2",1,1,0,1,1,0,0
"6410","14",5,"left","Blue",10,1,4,204,0,0,1,"2",1,1,0,1,1,0,0
"6418","14",5,"left","Blue",18,0,4,257,1,1,0,"1",1,1,1,0,1,0,0
"6420","14",5,"left","Blue",20,0,4,265,1,0,1,"1",1,1,1,1,0,0,0
"6423","14",5,"left","Red",3,1,4,169,0,0,1,"2",1,1,0,1,1,0,0
"6424","14",5,"left","Red",4,0,4,166,1,1,0,"1",1,1,1,0,1,0,0
"6433","14",5,"left","Red",13,1,4,247,0,0,1,"2",1,1,0,1,1,0,0
"6435","14",5,"left","Red",15,0,4,266,1,0,1,"1",1,1,1,1,0,0,0
"6451","14",5,"left","Blue",11,0,4,262,1,0,1,"1",1,1,1,1,0,0,0
"6457","14",5,"left","Blue",17,0,4,207,1,1,0,"1",1,1,1,0,1,0,0
"6459","14",5,"left","Blue",19,1,4,229,0,0,1,"2",1,1,0,1,1,0,0
"6466","14",5,"left","Red",6,0,4,503,1,0,1,"1",1,1,1,1,0,0,0
"6468","14",5,"left","Red",8,1,4,256,0,1,1,"2",1,1,0,0,1,0,0
"6472","14",5,"left","Red",12,1,4,427,0,0,1,"2",1,1,0,1,1,0,0
"6473","14",5,"left","Red",13,1,4,233,0,1,1,"2",1,1,0,0,1,0,0
"6477","14",5,"left","Red",17,1,4,343,0,0,1,"2",1,1,0,1,1,0,1
"6483","14",6,"right","Blue",3,1,4,271,0,0,1,"2",1,1,0,1,1,0,0
"6487","14",6,"right","Blue",7,0,4,226,1,0,1,"1",1,1,1,1,0,0,0
"6488","14",6,"right","Blue",8,1,4,199,0,0,1,"2",1,1,0,1,1,0,0
"6495","14",6,"right","Blue",15,0,4,430,1,1,0,"1",1,1,1,0,1,0,0
"6502","14",6,"right","Red",2,1,4,262,0,0,1,"2",1,1,0,1,1,0,0
"6503","14",6,"right","Red",3,1,4,205,0,1,1,"2",1,1,0,0,1,0,0
"6508","14",6,"right","Red",8,0,4,333,1,0,1,"1",1,1,1,1,0,0,0
"6512","14",6,"right","Red",12,0,4,238,1,1,0,"1",1,1,1,0,1,0,0
"6513","14",6,"right","Red",13,1,4,240,0,0,1,"2",1,1,0,1,1,0,0
"6521","14",6,"right","Blue",1,1,4,313,0,0,1,"2",1,1,0,1,1,0,NA
"6523","14",6,"right","Blue",3,0,4,210,1,0,1,"1",1,1,1,1,0,0,1
"6531","14",6,"right","Blue",11,0,4,235,1,1,0,"1",1,1,1,0,1,0,1
"6534","14",6,"right","Blue",14,1,4,247,0,1,1,"2",1,1,0,0,1,0,0
"6546","14",6,"right","Red",6,0,4,237,1,0,1,"1",1,1,1,1,0,0,0
"6552","14",6,"right","Red",12,1,4,288,0,0,1,"2",1,1,0,1,1,0,0
"6555","14",6,"right","Red",15,0,4,279,1,1,0,"1",1,1,1,0,1,0,0
"6558","14",6,"right","Red",18,1,4,182,0,0,1,"2",1,1,0,1,1,0,0
"6563","14",6,"right","Blue",3,0,4,231,1,0,1,"1",1,1,1,1,0,0,1
"6566","14",6,"right","Blue",6,0,4,197,1,1,0,"1",1,1,1,0,1,0,0
"6568","14",6,"right","Blue",8,1,4,344,0,0,1,"2",1,1,0,1,1,0,0
"6582","14",6,"right","Red",2,1,4,253,0,0,1,"2",1,1,0,1,1,0,0
"6583","14",6,"right","Red",3,0,4,177,1,0,1,"1",1,1,1,1,0,0,0
"6586","14",6,"right","Red",6,0,4,309,1,1,0,"1",1,1,1,0,1,0,0
"6592","14",6,"right","Red",12,1,4,171,0,1,1,"2",1,1,0,0,1,0,0
"6603","14",6,"right","Blue",3,0,4,422,1,1,0,"1",1,1,1,0,1,0,0
"6604","14",6,"right","Blue",4,1,4,236,0,1,1,"2",1,1,0,0,1,0,0
"6605","14",6,"right","Blue",5,1,4,234,0,1,1,"2",1,1,0,0,1,0,0
"6611","14",6,"right","Blue",11,1,4,228,0,0,1,"2",1,1,0,1,1,0,0
"6612","14",6,"right","Blue",12,0,4,256,1,0,1,"1",1,1,1,1,0,0,0
"6616","14",6,"right","Blue",16,1,4,189,0,0,1,"2",1,1,0,1,1,0,0
"6621","14",6,"right","Red",1,0,4,199,1,1,0,"1",1,1,1,0,1,0,NA
"6631","14",6,"right","Red",11,1,4,177,0,1,1,"2",1,1,0,0,1,0,1
"6640","14",6,"right","Red",20,0,4,208,1,0,1,"1",1,1,1,1,0,0,1
"6648","14",6,"right","Blue",8,0,4,418,1,1,0,"1",1,1,1,0,1,0,0
"6650","14",6,"right","Blue",10,1,4,205,0,1,1,"2",1,1,0,0,1,0,0
"6652","14",6,"right","Blue",12,0,4,225,1,0,1,"1",1,1,1,1,0,0,0
"6671","14",6,"right","Red",11,1,4,232,0,0,1,"2",1,1,0,1,1,0,0
"6681","14",6,"right","Blue",1,1,4,440,0,0,1,"2",1,1,0,1,1,0,NA
"6687","14",6,"right","Blue",7,1,4,206,0,0,1,"2",1,1,0,1,1,0,1
"6688","14",6,"right","Blue",8,0,4,200,1,1,0,"1",1,1,1,0,1,0,0
"6691","14",6,"right","Blue",11,0,4,210,1,0,1,"1",1,1,1,1,0,0,0
"6719","14",6,"right","Red",19,1,4,258,0,0,1,"2",1,1,0,1,1,0,0
"6720","14",6,"right","Red",20,0,4,295,1,0,1,"1",1,1,1,1,0,0,0
"7213","16",6,"right","Red",13,0,4,259,1,1,0,"1",1,1,1,0,1,0,0
"7232","16",6,"right","Blue",12,0,4,224,1,1,0,"1",1,1,1,0,1,0,0
"7238","16",6,"right","Blue",18,0,4,236,1,0,1,"1",1,1,1,1,0,0,1
"7244","16",6,"right","Red",4,0,4,241,1,0,1,"1",1,1,1,1,0,0,0
"7265","16",6,"right","Blue",5,0,4,254,1,1,0,"1",1,1,1,0,1,0,0
"7279","16",6,"right","Blue",19,0,4,289,1,0,1,"1",1,1,1,1,0,0,0
"7282","16",6,"right","Red",2,0,4,240,1,1,0,"1",1,1,1,0,1,0,0
"7291","16",6,"right","Red",11,0,4,258,1,0,1,"1",1,1,1,1,0,0,1
"7306","16",6,"right","Blue",6,0,4,235,1,1,0,"1",1,1,1,0,1,0,0
"7312","16",6,"right","Blue",12,0,4,462,1,0,1,"1",1,1,1,1,0,0,1
"7332","16",6,"right","Red",12,0,4,317,1,1,0,"1",1,1,1,0,1,0,0
"7347","16",6,"right","Blue",7,0,4,380,1,1,0,"1",1,1,1,0,1,0,0
"7352","16",6,"right","Blue",12,1,4,243,0,1,1,"2",1,1,0,0,1,0,0
"7356","16",6,"right","Blue",16,0,4,250,1,0,1,"1",1,1,1,1,0,0,0
"7364","16",6,"right","Red",4,0,4,323,1,0,1,"1",1,1,1,1,0,0,0
"7366","16",6,"right","Red",6,0,4,261,1,1,0,"1",1,1,1,0,1,0,0
"7386","16",6,"right","Blue",6,0,4,313,1,1,0,"1",1,1,1,0,1,0,0
"7393","16",6,"right","Blue",13,0,4,268,1,0,1,"1",1,1,1,1,0,0,0
"7411","16",6,"right","Red",11,0,4,417,1,1,0,"1",1,1,1,0,1,0,0
"7421","16",6,"right","Blue",1,0,4,418,1,1,0,"1",1,1,1,0,1,0,NA
"7430","16",6,"right","Blue",10,0,4,453,1,0,1,"1",1,1,1,1,0,0,0
"7445","16",5,"left","Red",5,0,4,228,1,1,0,"1",1,1,1,0,1,0,0
"7459","16",5,"left","Red",19,0,4,268,1,0,1,"1",1,1,1,1,0,0,0
"7478","16",5,"left","Blue",18,0,4,301,1,1,0,"1",1,1,1,0,1,0,1
"7480","16",5,"left","Blue",20,0,4,248,1,0,1,"1",1,1,1,1,0,0,0
"7488","16",5,"left","Red",8,1,4,308,0,1,1,"2",1,1,0,0,1,0,0
"7498","16",5,"left","Red",18,0,4,370,1,1,0,"1",1,1,1,0,1,0,0
"7502","16",5,"left","Blue",2,0,4,261,1,0,1,"1",1,1,1,1,0,0,0
"7505","16",5,"left","Blue",5,0,4,213,1,1,0,"1",1,1,1,0,1,0,0
"7521","16",5,"left","Red",1,0,4,189,1,1,0,"1",1,1,1,0,1,0,NA
"7537","16",5,"left","Red",17,0,4,239,1,0,1,"1",1,1,1,1,0,0,0
"7541","16",5,"left","Blue",1,0,4,215,1,0,1,"1",1,1,1,1,0,0,NA
"7546","16",5,"left","Blue",6,0,4,257,1,1,0,"1",1,1,1,0,1,0,0
"7561","16",5,"left","Red",1,0,4,246,1,0,1,"1",1,1,1,1,0,0,NA
"7566","16",5,"left","Red",6,1,4,253,0,1,1,"2",1,1,0,0,1,0,0
"7570","16",5,"left","Red",10,0,4,281,1,1,0,"1",1,1,1,0,1,0,0
"7596","16",5,"left","Blue",16,0,4,238,1,0,1,"1",1,1,1,1,0,0,0
"7597","16",5,"left","Blue",17,0,4,259,1,1,0,"1",1,1,1,0,1,0,0
"7603","16",5,"left","Red",3,0,4,257,1,1,0,"1",1,1,1,0,1,0,1
"7610","16",5,"left","Red",10,0,4,277,1,0,1,"1",1,1,1,1,0,0,0
"7624","16",5,"left","Blue",4,0,4,361,1,0,1,"1",1,1,1,1,0,0,0
"7625","16",5,"left","Blue",5,1,4,297,0,0,1,"2",1,1,0,1,1,0,0
"7630","16",5,"left","Blue",10,0,4,227,1,1,0,"1",1,1,1,0,1,0,0
"7654","16",5,"left","Red",14,0,4,376,1,1,0,"1",1,1,1,0,1,0,0
"7659","16",5,"left","Red",19,0,4,400,1,0,1,"1",1,1,1,1,0,0,0
"7666","16",5,"left","Blue",6,1,4,288,0,1,1,"2",1,1,0,0,1,0,0
"7674","16",5,"left","Blue",14,0,4,301,1,1,0,"1",1,1,1,0,1,0,0
"7698","17",5,"left","Blue",18,1,4,295,0,1,1,"2",1,1,0,0,1,0,0
"7699","17",5,"left","Blue",19,0,4,217,1,1,0,"1",1,1,1,0,1,0,0
"7705","17",5,"left","Red",5,0,4,283,1,1,0,"1",1,1,1,0,1,0,0
"7709","17",5,"left","Red",9,0,4,422,1,0,1,"1",1,1,1,1,0,0,0
"7712","17",5,"left","Red",12,1,4,265,0,0,1,"2",1,1,0,1,1,0,0
"7720","17",5,"left","Red",20,1,4,527,0,0,1,"2",1,1,0,1,1,0,0
"7725","17",5,"left","Blue",5,1,4,310,0,1,1,"2",1,1,0,0,1,0,0
"7729","17",5,"left","Blue",9,0,4,323,1,1,0,"1",1,1,1,0,1,0,0
"7731","17",5,"left","Blue",11,1,4,270,0,0,1,"2",1,1,0,1,1,0,0
"7746","17",5,"left","Red",6,1,4,284,0,0,1,"2",1,1,0,1,1,0,0
"7752","17",5,"left","Red",12,0,4,364,1,1,0,"1",1,1,1,0,1,0,0
"7756","17",5,"left","Red",16,0,4,297,1,0,1,"1",1,1,1,1,0,0,0
"7758","17",5,"left","Red",18,1,4,368,0,0,1,"2",1,1,0,1,1,0,0
"7761","17",5,"left","Blue",1,0,4,415,1,1,0,"1",1,1,1,0,1,0,NA
"7773","17",5,"left","Blue",13,0,4,381,1,0,1,"1",1,1,1,1,0,0,1
"7776","17",5,"left","Blue",16,1,4,280,0,0,1,"2",1,1,0,1,1,0,0
"7777","17",5,"left","Blue",17,1,4,257,0,0,1,"2",1,1,0,1,1,0,0
"7785","17",5,"left","Red",5,0,4,362,1,0,1,"1",1,1,1,1,0,0,0
"7790","17",5,"left","Red",10,0,4,363,1,1,0,"1",1,1,1,0,1,0,0
"7802","17",5,"left","Blue",2,0,4,346,1,1,0,"1",1,1,1,0,1,0,0
"7809","17",5,"left","Blue",9,1,4,284,0,0,1,"2",1,1,0,1,1,0,0
"7812","17",5,"left","Blue",12,1,4,374,0,0,1,"2",1,1,0,1,1,0,1
"7818","17",5,"left","Blue",18,0,4,383,1,0,1,"1",1,1,1,1,0,0,0
"7822","17",5,"left","Red",2,0,4,394,1,1,0,"1",1,1,1,0,1,0,0
"7833","17",5,"left","Red",13,1,4,359,0,0,1,"2",1,1,0,1,1,0,0
"7838","17",5,"left","Red",18,0,4,393,1,0,1,"1",1,1,1,1,0,0,0
"7844","17",5,"left","Blue",4,0,4,291,1,1,0,"1",1,1,1,0,1,0,0
"7847","17",5,"left","Blue",7,1,4,304,0,1,1,"2",1,1,0,0,1,0,0
"7848","17",5,"left","Blue",8,1,4,375,0,0,1,"2",1,1,0,1,1,0,0
"7849","17",5,"left","Blue",9,0,4,543,1,0,1,"1",1,1,1,1,0,0,0
"7869","17",5,"left","Red",9,1,4,306,0,0,1,"2",1,1,0,1,1,0,0
"7870","17",5,"left","Red",10,0,4,299,1,0,1,"1",1,1,1,1,0,0,0
"7877","17",5,"left","Red",17,0,4,341,1,1,0,"1",1,1,1,0,1,0,0
