idv,iv,dv,exp
1 CM,unrel,632.4,Faivre et al._2014_2_cong
1 CM,unrel,1051,Faivre et al._2014_2_incong
1 CM,rel,822.8,Faivre et al._2014_2_incong
1 CM,rel,797.1,Faivre et al._2014_2_incong
1 CM,rel,635.4,Faivre et al._2014_2_incong
1 CM,unrel,662.5,Faivre et al._2014_2_cong
1 CM,unrel,642.5,Faivre et al._2014_2_incong
1 CM,rel,864,Faivre et al._2014_2_cong
1 CM,unrel,1449.2,Faivre et al._2014_2_incong
1 CM,unrel,568.9,Faivre et al._2014_2_cong
1 CM,rel,662.9,Faivre et al._2014_2_incong
1 CM,rel,764.1,Faivre et al._2014_2_incong
1 CM,unrel,774.2,Faivre et al._2014_2_cong
1 CM,rel,657.1,Faivre et al._2014_2_incong
1 CM,unrel,769.3,Faivre et al._2014_2_cong
1 CM,rel,846.5,Faivre et al._2014_2_incong
1 CM,unrel,776.2,Faivre et al._2014_2_incong
1 CM,unrel,755.9,Faivre et al._2014_2_cong
1 CM,rel,964,Faivre et al._2014_2_cong
1 CM,rel,642.8,Faivre et al._2014_2_incong
1 CM,unrel,709,Faivre et al._2014_2_cong
1 CM,unrel,702.4,Faivre et al._2014_2_incong
1 CM,unrel,649.3,Faivre et al._2014_2_cong
1 CM,unrel,491.8,Faivre et al._2014_2_cong
1 CM,unrel,580,Faivre et al._2014_2_incong
1 CM,rel,963.8,Faivre et al._2014_2_incong
1 CM,unrel,550.6,Faivre et al._2014_2_incong
1 CM,rel,608.2,Faivre et al._2014_2_cong
1 CM,unrel,606.1,Faivre et al._2014_2_incong
1 CM,rel,951.1,Faivre et al._2014_2_incong
1 CM,rel,824.5,Faivre et al._2014_2_cong
1 CM,rel,962.5,Faivre et al._2014_2_cong
1 CM,unrel,382.3,Faivre et al._2014_2_cong
1 CM,rel,1111.5,Faivre et al._2014_2_cong
1 CM,unrel,359.8,Faivre et al._2014_2_cong
1 CM,rel,474.7,Faivre et al._2014_2_cong
1 CM,rel,397.3,Faivre et al._2014_2_cong
1 CM,rel,401.5,Faivre et al._2014_2_cong
1 CM,unrel,498.3,Faivre et al._2014_2_incong
1 CM,rel,851.8,Faivre et al._2014_2_cong
1 CM,unrel,434.3,Faivre et al._2014_2_cong
1 CM,unrel,541.7,Faivre et al._2014_2_incong
1 CM,rel,424.9,Faivre et al._2014_2_incong
1 CM,rel,520.2,Faivre et al._2014_2_cong
1 CM,rel,489.4,Faivre et al._2014_2_cong
1 CM,rel,583.1,Faivre et al._2014_2_cong
1 CM,unrel,680.7,Faivre et al._2014_2_incong
1 CM,unrel,653.2,Faivre et al._2014_2_incong
1 CM,unrel,736,Faivre et al._2014_2_incong
1 CM,unrel,563.3,Faivre et al._2014_2_cong
1 CM,unrel,423.2,Faivre et al._2014_2_cong
1 CM,unrel,524.7,Faivre et al._2014_2_cong
1 CM,unrel,630.8,Faivre et al._2014_2_incong
1 CM,unrel,548.4,Faivre et al._2014_2_cong
1 CM,unrel,750.8,Faivre et al._2014_2_incong
1 CM,unrel,763.9,Faivre et al._2014_2_incong
1 CM,unrel,717.9,Faivre et al._2014_2_incong
1 CM,rel,578.6,Faivre et al._2014_2_cong
1 CM,rel,636.1,Faivre et al._2014_2_cong
1 CM,rel,604.7,Faivre et al._2014_2_incong
1 CM,rel,546,Faivre et al._2014_2_cong
1 CM,unrel,973,Faivre et al._2014_2_incong
1 CM,unrel,434.2,Faivre et al._2014_2_incong
1 CM,rel,963.6,Faivre et al._2014_2_incong
1 CM,unrel,654.5,Faivre et al._2014_2_incong
1 CM,unrel,1345.2,Faivre et al._2014_2_cong
1 CM,unrel,434.7,Faivre et al._2014_2_cong
1 CM,unrel,479.9,Faivre et al._2014_2_cong
1 CM,unrel,630.8,Faivre et al._2014_2_cong
1 CM,unrel,468.1,Faivre et al._2014_2_cong
1 CM,unrel,533.3,Faivre et al._2014_2_incong
1 CM,unrel,493.8,Faivre et al._2014_2_cong
1 CM,rel,559.4,Faivre et al._2014_2_incong
1 CM,rel,539.8,Faivre et al._2014_2_incong
1 CM,rel,481.2,Faivre et al._2014_2_incong
1 CM,rel,565.1,Faivre et al._2014_2_incong
1 CM,rel,460.6,Faivre et al._2014_2_cong
1 CM,rel,511.9,Faivre et al._2014_2_cong
1 CM,unrel,748.7,Faivre et al._2014_2_incong
1 CM,rel,532.1,Faivre et al._2014_2_cong
1 CM,rel,484.3,Faivre et al._2014_2_cong
1 CM,rel,558.2,Faivre et al._2014_2_incong
1 CM,rel,614.1,Faivre et al._2014_2_cong
1 CM,rel,383.9,Faivre et al._2014_2_cong
10 ds,rel,576.2,Faivre et al._2014_2_incong
10 ds,unrel,418.9,Faivre et al._2014_2_cong
10 ds,rel,392.5,Faivre et al._2014_2_cong
10 ds,rel,685.2,Faivre et al._2014_2_incong
10 ds,rel,1114.5,Faivre et al._2014_2_incong
10 ds,unrel,340.3,Faivre et al._2014_2_cong
10 ds,unrel,506.4,Faivre et al._2014_2_incong
10 ds,unrel,342.3,Faivre et al._2014_2_cong
10 ds,rel,435.3,Faivre et al._2014_2_incong
10 ds,rel,309,Faivre et al._2014_2_cong
10 ds,rel,1115,Faivre et al._2014_2_incong
10 ds,unrel,704.7,Faivre et al._2014_2_incong
10 ds,rel,609.8,Faivre et al._2014_2_cong
10 ds,rel,492.4,Faivre et al._2014_2_incong
10 ds,rel,681.5,Faivre et al._2014_2_incong
10 ds,unrel,796.3,Faivre et al._2014_2_incong
10 ds,unrel,466.5,Faivre et al._2014_2_cong
10 ds,unrel,621,Faivre et al._2014_2_cong
10 ds,rel,416.4,Faivre et al._2014_2_incong
10 ds,rel,505.2,Faivre et al._2014_2_incong
10 ds,unrel,475.2,Faivre et al._2014_2_cong
10 ds,rel,480.2,Faivre et al._2014_2_cong
10 ds,rel,394.8,Faivre et al._2014_2_cong
10 ds,unrel,690.2,Faivre et al._2014_2_incong
10 ds,unrel,483.3,Faivre et al._2014_2_incong
10 ds,unrel,483.1,Faivre et al._2014_2_incong
10 ds,rel,452.8,Faivre et al._2014_2_incong
10 ds,rel,323.2,Faivre et al._2014_2_cong
10 ds,unrel,890.8,Faivre et al._2014_2_incong
10 ds,unrel,541.9,Faivre et al._2014_2_incong
10 ds,unrel,570.4,Faivre et al._2014_2_incong
10 ds,unrel,380.6,Faivre et al._2014_2_cong
10 ds,unrel,454.4,Faivre et al._2014_2_incong
10 ds,rel,442.1,Faivre et al._2014_2_incong
10 ds,rel,480.6,Faivre et al._2014_2_cong
10 ds,unrel,447.2,Faivre et al._2014_2_incong
10 ds,rel,442.2,Faivre et al._2014_2_incong
10 ds,unrel,385.4,Faivre et al._2014_2_cong
10 ds,unrel,368.8,Faivre et al._2014_2_cong
10 ds,unrel,311,Faivre et al._2014_2_cong
10 ds,rel,731.6,Faivre et al._2014_2_incong
10 ds,unrel,673.4,Faivre et al._2014_2_incong
10 ds,rel,382.6,Faivre et al._2014_2_cong
10 ds,rel,406.1,Faivre et al._2014_2_cong
10 ds,unrel,646.2,Faivre et al._2014_2_incong
10 ds,rel,337.1,Faivre et al._2014_2_incong
10 ds,unrel,409,Faivre et al._2014_2_cong
10 ds,unrel,468.4,Faivre et al._2014_2_incong
10 ds,rel,439.9,Faivre et al._2014_2_cong
10 ds,rel,394.3,Faivre et al._2014_2_incong
10 ds,rel,596.1,Faivre et al._2014_2_incong
10 ds,rel,447.3,Faivre et al._2014_2_cong
10 ds,rel,492.9,Faivre et al._2014_2_incong
10 ds,unrel,663.4,Faivre et al._2014_2_incong
10 ds,rel,425.7,Faivre et al._2014_2_incong
10 ds,unrel,692.5,Faivre et al._2014_2_incong
10 ds,rel,528.3,Faivre et al._2014_2_cong
10 ds,rel,673.2,Faivre et al._2014_2_incong
10 ds,unrel,633.1,Faivre et al._2014_2_incong
10 ds,unrel,752.5,Faivre et al._2014_2_cong
10 ds,rel,932,Faivre et al._2014_2_incong
10 ds,rel,459.6,Faivre et al._2014_2_cong
10 ds,unrel,480.6,Faivre et al._2014_2_incong
10 ds,unrel,437.4,Faivre et al._2014_2_cong
10 ds,unrel,532.3,Faivre et al._2014_2_cong
10 ds,unrel,335.1,Faivre et al._2014_2_cong
10 ds,rel,411,Faivre et al._2014_2_cong
10 ds,rel,311,Faivre et al._2014_2_incong
10 ds,rel,366.2,Faivre et al._2014_2_cong
10 ds,rel,323.5,Faivre et al._2014_2_incong
10 ds,rel,432.6,Faivre et al._2014_2_cong
10 ds,rel,690.9,Faivre et al._2014_2_cong
10 ds,rel,379,Faivre et al._2014_2_incong
10 ds,rel,446.5,Faivre et al._2014_2_cong
10 ds,unrel,504.3,Faivre et al._2014_2_incong
10 ds,rel,445,Faivre et al._2014_2_incong
10 ds,rel,796.7,Faivre et al._2014_2_cong
10 ds,unrel,465.3,Faivre et al._2014_2_incong
10 ds,rel,380,Faivre et al._2014_2_incong
11 gi,rel,568.6,Faivre et al._2014_2_cong
11 gi,rel,690.2,Faivre et al._2014_2_cong
11 gi,unrel,559,Faivre et al._2014_2_incong
11 gi,unrel,368.1,Faivre et al._2014_2_cong
11 gi,unrel,511.5,Faivre et al._2014_2_cong
11 gi,unrel,694.5,Faivre et al._2014_2_incong
11 gi,unrel,417.7,Faivre et al._2014_2_cong
11 gi,unrel,464.3,Faivre et al._2014_2_incong
11 gi,rel,431.4,Faivre et al._2014_2_incong
11 gi,rel,399.6,Faivre et al._2014_2_incong
11 gi,rel,404.8,Faivre et al._2014_2_incong
11 gi,unrel,325,Faivre et al._2014_2_cong
11 gi,unrel,395.3,Faivre et al._2014_2_cong
11 gi,unrel,438.3,Faivre et al._2014_2_incong
11 gi,rel,341.9,Faivre et al._2014_2_cong
11 gi,unrel,310.8,Faivre et al._2014_2_cong
11 gi,unrel,388,Faivre et al._2014_2_incong
11 gi,rel,395.4,Faivre et al._2014_2_cong
11 gi,rel,392.8,Faivre et al._2014_2_cong
11 gi,rel,381,Faivre et al._2014_2_cong
11 gi,unrel,763,Faivre et al._2014_2_cong
11 gi,rel,325.6,Faivre et al._2014_2_cong
11 gi,unrel,471.6,Faivre et al._2014_2_cong
11 gi,unrel,627.4,Faivre et al._2014_2_incong
11 gi,rel,821.6,Faivre et al._2014_2_cong
11 gi,unrel,589,Faivre et al._2014_2_incong
11 gi,unrel,442,Faivre et al._2014_2_cong
11 gi,rel,751.7,Faivre et al._2014_2_incong
11 gi,rel,555.5,Faivre et al._2014_2_incong
11 gi,rel,603.6,Faivre et al._2014_2_incong
11 gi,rel,444.2,Faivre et al._2014_2_cong
11 gi,rel,665.3,Faivre et al._2014_2_cong
11 gi,unrel,554.7,Faivre et al._2014_2_cong
11 gi,rel,530.9,Faivre et al._2014_2_incong
11 gi,rel,492,Faivre et al._2014_2_incong
11 gi,rel,492.5,Faivre et al._2014_2_incong
11 gi,rel,382.6,Faivre et al._2014_2_cong
11 gi,rel,951.7,Faivre et al._2014_2_incong
11 gi,unrel,368.3,Faivre et al._2014_2_incong
11 gi,unrel,410.8,Faivre et al._2014_2_incong
11 gi,unrel,609,Faivre et al._2014_2_incong
11 gi,rel,638.4,Faivre et al._2014_2_cong
11 gi,rel,797,Faivre et al._2014_2_cong
11 gi,rel,735.7,Faivre et al._2014_2_incong
11 gi,rel,920.3,Faivre et al._2014_2_incong
11 gi,unrel,835.3,Faivre et al._2014_2_incong
11 gi,unrel,683.3,Faivre et al._2014_2_incong
11 gi,unrel,416.7,Faivre et al._2014_2_cong
11 gi,rel,655.9,Faivre et al._2014_2_incong
11 gi,rel,587.8,Faivre et al._2014_2_incong
11 gi,rel,454.3,Faivre et al._2014_2_incong
11 gi,unrel,3139.1,Faivre et al._2014_2_incong
11 gi,rel,624.1,Faivre et al._2014_2_incong
11 gi,rel,562.8,Faivre et al._2014_2_incong
11 gi,rel,645.5,Faivre et al._2014_2_incong
11 gi,unrel,449.9,Faivre et al._2014_2_cong
11 gi,rel,437,Faivre et al._2014_2_incong
11 gi,unrel,451.4,Faivre et al._2014_2_incong
11 gi,rel,648.4,Faivre et al._2014_2_cong
11 gi,unrel,514.9,Faivre et al._2014_2_cong
11 gi,unrel,713.7,Faivre et al._2014_2_incong
11 gi,rel,436,Faivre et al._2014_2_cong
11 gi,unrel,444.7,Faivre et al._2014_2_cong
11 gi,unrel,719,Faivre et al._2014_2_incong
11 gi,rel,456.5,Faivre et al._2014_2_incong
11 gi,unrel,497.5,Faivre et al._2014_2_incong
11 gi,unrel,672.2,Faivre et al._2014_2_incong
11 gi,unrel,390.6,Faivre et al._2014_2_cong
11 gi,unrel,518.4,Faivre et al._2014_2_cong
11 gi,rel,1011.3,Faivre et al._2014_2_cong
11 gi,rel,783.5,Faivre et al._2014_2_cong
11 gi,rel,741.7,Faivre et al._2014_2_incong
11 gi,unrel,650.1,Faivre et al._2014_2_cong
11 gi,unrel,453.9,Faivre et al._2014_2_cong
11 gi,unrel,663.6,Faivre et al._2014_2_incong
11 gi,unrel,622.7,Faivre et al._2014_2_cong
11 gi,unrel,645.9,Faivre et al._2014_2_cong
11 gi,rel,505,Faivre et al._2014_2_cong
11 gi,unrel,721.1,Faivre et al._2014_2_cong
11 gi,rel,520.9,Faivre et al._2014_2_cong
11 gi,rel,845.3,Faivre et al._2014_2_incong
11 gi,rel,526.1,Faivre et al._2014_2_cong
11 gi,unrel,861.8,Faivre et al._2014_2_cong
11 gi,unrel,497,Faivre et al._2014_2_cong
11 gi,rel,423.4,Faivre et al._2014_2_cong
12 jc,rel,2051.4,Faivre et al._2014_2_incong
12 jc,rel,1099.4,Faivre et al._2014_2_incong
12 jc,unrel,1909,Faivre et al._2014_2_cong
12 jc,rel,960.3,Faivre et al._2014_2_cong
12 jc,unrel,874,Faivre et al._2014_2_cong
12 jc,unrel,1060.1,Faivre et al._2014_2_cong
12 jc,rel,855.5,Faivre et al._2014_2_incong
12 jc,unrel,818.9,Faivre et al._2014_2_incong
12 jc,rel,661.9,Faivre et al._2014_2_incong
12 jc,rel,589.4,Faivre et al._2014_2_cong
12 jc,rel,703.1,Faivre et al._2014_2_incong
12 jc,unrel,758.9,Faivre et al._2014_2_incong
12 jc,rel,690.8,Faivre et al._2014_2_incong
12 jc,rel,584.6,Faivre et al._2014_2_incong
12 jc,unrel,619.7,Faivre et al._2014_2_incong
12 jc,unrel,585.9,Faivre et al._2014_2_incong
12 jc,rel,735.4,Faivre et al._2014_2_cong
12 jc,rel,872.8,Faivre et al._2014_2_cong
12 jc,unrel,779.7,Faivre et al._2014_2_cong
12 jc,unrel,832.9,Faivre et al._2014_2_incong
12 jc,rel,810.6,Faivre et al._2014_2_cong
12 jc,rel,1249.4,Faivre et al._2014_2_incong
12 jc,rel,614.4,Faivre et al._2014_2_incong
12 jc,unrel,587.7,Faivre et al._2014_2_incong
12 jc,unrel,1837.8,Faivre et al._2014_2_incong
12 jc,rel,979.2,Faivre et al._2014_2_incong
12 jc,rel,812.2,Faivre et al._2014_2_cong
12 jc,rel,996.1,Faivre et al._2014_2_cong
12 jc,unrel,670.6,Faivre et al._2014_2_incong
12 jc,unrel,612.9,Faivre et al._2014_2_incong
12 jc,unrel,487.1,Faivre et al._2014_2_incong
12 jc,unrel,1295.9,Faivre et al._2014_2_cong
12 jc,rel,818.1,Faivre et al._2014_2_incong
12 jc,rel,627.5,Faivre et al._2014_2_incong
12 jc,unrel,1033.1,Faivre et al._2014_2_cong
12 jc,rel,1807.4,Faivre et al._2014_2_cong
12 jc,unrel,630.6,Faivre et al._2014_2_cong
12 jc,unrel,613.1,Faivre et al._2014_2_cong
12 jc,unrel,1982,Faivre et al._2014_2_incong
12 jc,rel,1300.6,Faivre et al._2014_2_cong
12 jc,unrel,1138.1,Faivre et al._2014_2_cong
12 jc,rel,544.6,Faivre et al._2014_2_incong
12 jc,unrel,545.9,Faivre et al._2014_2_cong
12 jc,unrel,657,Faivre et al._2014_2_cong
12 jc,rel,801.8,Faivre et al._2014_2_cong
12 jc,unrel,678.4,Faivre et al._2014_2_cong
12 jc,rel,2174.5,Faivre et al._2014_2_incong
12 jc,unrel,463.3,Faivre et al._2014_2_incong
12 jc,rel,692.8,Faivre et al._2014_2_cong
12 jc,unrel,696,Faivre et al._2014_2_cong
12 jc,rel,601.4,Faivre et al._2014_2_cong
12 jc,rel,604.9,Faivre et al._2014_2_incong
12 jc,rel,534.7,Faivre et al._2014_2_cong
12 jc,rel,769.7,Faivre et al._2014_2_cong
12 jc,unrel,1627,Faivre et al._2014_2_cong
12 jc,unrel,566.5,Faivre et al._2014_2_incong
12 jc,rel,552.4,Faivre et al._2014_2_incong
12 jc,rel,597.3,Faivre et al._2014_2_cong
12 jc,rel,516.7,Faivre et al._2014_2_incong
12 jc,rel,1442.3,Faivre et al._2014_2_cong
12 jc,rel,484.9,Faivre et al._2014_2_incong
12 jc,unrel,1201.8,Faivre et al._2014_2_incong
12 jc,rel,621.3,Faivre et al._2014_2_incong
12 jc,rel,603.2,Faivre et al._2014_2_incong
12 jc,rel,538.6,Faivre et al._2014_2_incong
12 jc,unrel,417,Faivre et al._2014_2_incong
12 jc,unrel,698.5,Faivre et al._2014_2_cong
12 jc,rel,1591.3,Faivre et al._2014_2_cong
12 jc,rel,628,Faivre et al._2014_2_incong
12 jc,rel,1140.1,Faivre et al._2014_2_cong
12 jc,unrel,633.4,Faivre et al._2014_2_incong
12 jc,rel,929.6,Faivre et al._2014_2_cong
12 jc,unrel,1174.4,Faivre et al._2014_2_incong
12 jc,unrel,697.1,Faivre et al._2014_2_incong
12 jc,unrel,694.8,Faivre et al._2014_2_cong
12 jc,rel,469.8,Faivre et al._2014_2_incong
12 jc,unrel,793.7,Faivre et al._2014_2_incong
12 jc,rel,636.6,Faivre et al._2014_2_incong
12 jc,unrel,854.8,Faivre et al._2014_2_cong
13 jk,rel,910.1,Faivre et al._2014_2_incong
13 jk,unrel,633.8,Faivre et al._2014_2_incong
13 jk,unrel,1298.1,Faivre et al._2014_2_incong
13 jk,unrel,997.4,Faivre et al._2014_2_cong
13 jk,unrel,699.6,Faivre et al._2014_2_incong
13 jk,unrel,1067.8,Faivre et al._2014_2_cong
13 jk,rel,544.6,Faivre et al._2014_2_cong
13 jk,unrel,701.6,Faivre et al._2014_2_cong
13 jk,rel,1769.8,Faivre et al._2014_2_incong
13 jk,unrel,1303.7,Faivre et al._2014_2_incong
13 jk,rel,1885.6,Faivre et al._2014_2_cong
13 jk,rel,2275.2,Faivre et al._2014_2_cong
13 jk,unrel,586.7,Faivre et al._2014_2_cong
13 jk,rel,680.2,Faivre et al._2014_2_cong
13 jk,unrel,1279.5,Faivre et al._2014_2_cong
13 jk,unrel,771.8,Faivre et al._2014_2_incong
13 jk,unrel,1231,Faivre et al._2014_2_incong
13 jk,unrel,1238.5,Faivre et al._2014_2_incong
13 jk,rel,872,Faivre et al._2014_2_cong
13 jk,unrel,759,Faivre et al._2014_2_cong
13 jk,unrel,1172.6,Faivre et al._2014_2_incong
13 jk,unrel,942.7,Faivre et al._2014_2_incong
13 jk,unrel,842.3,Faivre et al._2014_2_cong
13 jk,unrel,1039.6,Faivre et al._2014_2_incong
13 jk,unrel,902.8,Faivre et al._2014_2_incong
13 jk,rel,782.9,Faivre et al._2014_2_incong
13 jk,rel,1747,Faivre et al._2014_2_incong
13 jk,rel,1887.9,Faivre et al._2014_2_incong
13 jk,unrel,1019.5,Faivre et al._2014_2_cong
13 jk,unrel,1585.4,Faivre et al._2014_2_cong
13 jk,rel,1097.8,Faivre et al._2014_2_cong
13 jk,rel,1040.7,Faivre et al._2014_2_incong
13 jk,rel,1108.8,Faivre et al._2014_2_cong
13 jk,unrel,950.1,Faivre et al._2014_2_cong
13 jk,unrel,835.6,Faivre et al._2014_2_cong
13 jk,unrel,1172.6,Faivre et al._2014_2_incong
13 jk,unrel,781.1,Faivre et al._2014_2_cong
13 jk,unrel,1060.3,Faivre et al._2014_2_cong
13 jk,unrel,1079.3,Faivre et al._2014_2_cong
13 jk,rel,604.6,Faivre et al._2014_2_cong
13 jk,unrel,845.9,Faivre et al._2014_2_incong
13 jk,rel,727.3,Faivre et al._2014_2_cong
13 jk,unrel,1250.5,Faivre et al._2014_2_incong
13 jk,unrel,1944.6,Faivre et al._2014_2_cong
13 jk,rel,568.3,Faivre et al._2014_2_cong
13 jk,rel,892,Faivre et al._2014_2_incong
13 jk,rel,956.4,Faivre et al._2014_2_incong
13 jk,unrel,2089.5,Faivre et al._2014_2_incong
13 jk,rel,1634.4,Faivre et al._2014_2_cong
13 jk,unrel,1405.6,Faivre et al._2014_2_cong
13 jk,unrel,918.5,Faivre et al._2014_2_cong
13 jk,unrel,881.7,Faivre et al._2014_2_incong
13 jk,rel,770.2,Faivre et al._2014_2_incong
13 jk,rel,565.2,Faivre et al._2014_2_cong
13 jk,unrel,1169.1,Faivre et al._2014_2_cong
13 jk,rel,965.5,Faivre et al._2014_2_cong
13 jk,unrel,585.5,Faivre et al._2014_2_incong
13 jk,rel,745.1,Faivre et al._2014_2_cong
13 jk,rel,569.8,Faivre et al._2014_2_cong
13 jk,rel,1770.3,Faivre et al._2014_2_cong
13 jk,unrel,1926.4,Faivre et al._2014_2_incong
13 jk,unrel,788.6,Faivre et al._2014_2_cong
13 jk,unrel,1184.3,Faivre et al._2014_2_cong
13 jk,unrel,1073.1,Faivre et al._2014_2_cong
13 jk,rel,884.6,Faivre et al._2014_2_incong
13 jk,unrel,859.4,Faivre et al._2014_2_incong
13 jk,unrel,1272.5,Faivre et al._2014_2_cong
13 jk,rel,1156.3,Faivre et al._2014_2_cong
13 jk,unrel,1096.6,Faivre et al._2014_2_incong
13 jk,rel,1655.3,Faivre et al._2014_2_incong
13 jk,rel,699.4,Faivre et al._2014_2_cong
13 jk,unrel,681.8,Faivre et al._2014_2_cong
13 jk,rel,1202.5,Faivre et al._2014_2_incong
13 jk,rel,1852.1,Faivre et al._2014_2_incong
13 jk,unrel,690.2,Faivre et al._2014_2_cong
13 jk,rel,597.3,Faivre et al._2014_2_incong
13 jk,rel,635.7,Faivre et al._2014_2_incong
13 jk,rel,939.1,Faivre et al._2014_2_incong
13 jk,rel,1301.2,Faivre et al._2014_2_incong
13 jk,unrel,822.1,Faivre et al._2014_2_incong
13 jk,rel,1107.5,Faivre et al._2014_2_cong
13 jk,rel,831.2,Faivre et al._2014_2_cong
13 jk,unrel,763.8,Faivre et al._2014_2_cong
13 jk,unrel,522.7,Faivre et al._2014_2_cong
14 js,unrel,882.4,Faivre et al._2014_2_cong
14 js,unrel,349.5,Faivre et al._2014_2_cong
14 js,rel,344.5,Faivre et al._2014_2_cong
14 js,rel,412.6,Faivre et al._2014_2_incong
14 js,rel,544,Faivre et al._2014_2_incong
14 js,unrel,629.2,Faivre et al._2014_2_incong
14 js,rel,446.8,Faivre et al._2014_2_cong
14 js,unrel,805.4,Faivre et al._2014_2_incong
14 js,rel,503.7,Faivre et al._2014_2_incong
14 js,unrel,510.2,Faivre et al._2014_2_incong
14 js,unrel,762.7,Faivre et al._2014_2_cong
14 js,unrel,613.9,Faivre et al._2014_2_incong
14 js,rel,433.7,Faivre et al._2014_2_cong
14 js,rel,604.6,Faivre et al._2014_2_cong
14 js,rel,1699.9,Faivre et al._2014_2_incong
14 js,rel,506.8,Faivre et al._2014_2_cong
14 js,unrel,378.7,Faivre et al._2014_2_incong
14 js,rel,713.3,Faivre et al._2014_2_cong
14 js,rel,505.4,Faivre et al._2014_2_cong
14 js,unrel,819.3,Faivre et al._2014_2_cong
14 js,rel,415.3,Faivre et al._2014_2_incong
14 js,unrel,975,Faivre et al._2014_2_incong
14 js,unrel,526.5,Faivre et al._2014_2_incong
14 js,rel,706.9,Faivre et al._2014_2_cong
14 js,rel,760,Faivre et al._2014_2_cong
14 js,rel,1055.8,Faivre et al._2014_2_incong
14 js,unrel,1256.2,Faivre et al._2014_2_cong
14 js,rel,426.6,Faivre et al._2014_2_incong
14 js,unrel,699.9,Faivre et al._2014_2_cong
14 js,rel,969.2,Faivre et al._2014_2_incong
14 js,rel,656,Faivre et al._2014_2_cong
14 js,rel,332.3,Faivre et al._2014_2_cong
